Time1	2B
1.58528000040096230805e+002	2.34920000000000008811e+001
1.58621000040089711547e+002	2.34920000000000008811e+001
1.58715000040014274418e+002	2.34939999999999997726e+001
1.58809000040055252612e+002	2.34929999999999985505e+001
1.58902000040048733354e+002	2.34989999999999987779e+001
1.58996000040089711547e+002	2.34989999999999987779e+001
1.59089000040083192289e+002	2.34989999999999987779e+001
1.59183000040007755160e+002	2.35019999999999988916e+001
1.59277000040048733354e+002	2.35040000000000013358e+001
1.59370000040042214096e+002	2.35079999999999991189e+001
1.59464000040083192289e+002	2.35079999999999991189e+001
1.59557000040076673031e+002	2.35109999999999992326e+001
1.59651000040001235902e+002	2.35130000000000016769e+001
1.59745000040042214096e+002	2.35139999999999993463e+001
1.59838000040035694838e+002	2.35159999999999982379e+001
1.59932000040076673031e+002	2.35159999999999982379e+001
1.60025000040070153773e+002	2.35189999999999983515e+001
1.60119000040111131966e+002	2.35240000000000009095e+001
1.60213000040035694838e+002	2.35219999999999984652e+001
1.60306000040029175580e+002	2.35300000000000011369e+001
1.60400000040070153773e+002	2.35300000000000011369e+001
1.60493000040063634515e+002	2.35309999999999988063e+001
1.60587000040104612708e+002	2.35309999999999988063e+001
1.60681000040029175580e+002	2.35330000000000012506e+001
1.60774000040022656322e+002	2.35330000000000012506e+001
1.60868000040063634515e+002	2.35360000000000013642e+001
1.60961000040057115257e+002	2.35390000000000014779e+001
1.61055000040098093450e+002	2.35429999999999992610e+001
1.61149000040022656322e+002	2.35450000000000017053e+001
1.61242000040016137064e+002	2.35450000000000017053e+001
1.61336000040057115257e+002	2.35470000000000005969e+001
1.61429000040050595999e+002	2.35489999999999994884e+001
